  1 2 3 4 5
M0001 = 2 1 4 3 5
M0002 = 2 1 3 4 5
M0003 = 1 2 4 3 5
M0004 = 1 4 2 5 3
M0005 = 4 1 5 2 3
M0006 = 4 1 2 5 3
M0007 = 1 4 5 2 3
M0008 = 1 5 4 3 2
M0009 = 5 1 3 4 2
M0010 = 5 1 4 3 2
M0011 = 1 5 3 4 2
M0012 = 1 3 5 2 4
M0013 = 3 1 2 5 4
M0014 = 3 1 5 2 4
M0015 = 1 3 2 5 4
M0016 = 1 2 3 4 5
